"STATION","NAME","DATE","TMAX","TMIN"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-11-24","53","32"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-11-25","60","38"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-11-26","55","43"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-11-27","62","38"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-11-28","61","39"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-11-29","70","42"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-11-30","60","42"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-01","57","42"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-02","53","36"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-03","57","38"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-04","56","36"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-05","60","45"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-06","57","42"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-07","51","40"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-08","42","37"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-09","38","32"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-10","41","30"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-11","49","35"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-12","49","25"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-13","37","23"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-14","44","31"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-15","31","25"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-16","48","25"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-17","50","30"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-18","56","39"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-19","62","40"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-20","56","38"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-21","46","32"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-22","57","36"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-23","65","45"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-24","46","39"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-25","41","31"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-26","39","30"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-27","33","19"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-28","25","16"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-29","32","19"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-30","33","22"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2017-12-31","23","16"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-01","26","13"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-02","26","13"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-03","35","13"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-04","27","16"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-05","21","13"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-06","21","11"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-07","23","8"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-08","39","19"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-09","51","30"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-10","43","27"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-11","62","38"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-12","64","57"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-13","62","21"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-14","28","17"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-15","32","18"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-16","43","30"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-17","37","20"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-18","47","19"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-19","51","25"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-20","63","28"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-21","61","32"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-22","65","47"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-23","68","47"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-24","48","35"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-25","42","31"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-26","50","28"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-27","63","38"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-28","57","47"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-29","48","41"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-30","41","24"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-01-31","41","21"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-02-01","54","40"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-02-02","43","19"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-02-03","36","17"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-02-04","37","33"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-02-05","39","27"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-02-06","43","28"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-02-07","43","33"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-02-08","38","26"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-02-09","46","27"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-02-10","50","39"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-02-11","68","45"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-02-12","65","37"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-02-13","43","33"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-02-14","53","34"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-02-15","74","47"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-02-16","67","40"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-02-17","44","34"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-02-18","51","33"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-02-19","50","40"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-02-20","78","49"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-02-21","82","56"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-02-22","67","43"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-02-23","48","41"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-02-24","53","48"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-02-25","54","47"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-02-26","53","41"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-02-27","58","36"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-02-28","64","44"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-03-01","59","49"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-03-02","54","39"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-03-03","53","36"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-03-04","53","35"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-03-05","49","31"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-03-06","46","33"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-03-07","51","34"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-03-08","46","34"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-03-09","46","33"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-03-10","49","31"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-03-11","52","31"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-03-12","46","34"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-03-13","47","33"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-03-14","44","32"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-03-15","55","31"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-03-16","47","34"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-03-17","46","32"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-03-18","59","34"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-03-19","56","36"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-03-20","43","32"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-03-21","36","32"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-03-22","49","34"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-03-23","51","35"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-03-24","52","33"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-03-25","48","34"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-03-26","50","34"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-03-27","48","34"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-03-28","58","43"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-03-29","78","48"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-03-30","77","45"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-03-31","61","39"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-04-01","67","50"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-04-02","54","42"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-04-03","56","44"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-04-04","73","42"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-04-05","56","34"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-04-06","72","44"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-04-07","67","37"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-04-08","51","34"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-04-09","46","38"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-04-10","55","38"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-04-11","57","43"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-04-12","78","45"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-04-13","86","60"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-04-14","85","63"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-04-15","69","48"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-04-16","62","45"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-04-17","49","40"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-04-18","62","36"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-04-19","59","43"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-04-20","61","38"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-04-21","63","42"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-04-22","67","48"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-04-23","69","50"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-04-24","63","55"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-04-25","67","55"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-04-26","73","50"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-04-27","64","54"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-04-28","78","51"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-04-29","58","45"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-04-30","73","41"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-05-01","83","49"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-05-02","91","56"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-05-03","90","64"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-05-04","90","69"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-05-05","76","62"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-05-06","73","59"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-05-07","77","58"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-05-08","78","58"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-05-09","80","57"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-05-10","83","61"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-05-11","85","61"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-05-12","90","67"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-05-13","73","63"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-05-14","81","62"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-05-15","89","66"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-05-16","75","67"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-05-17","69","66"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-05-18","69","57"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-05-19","72","57"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-05-20","89","68"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-05-21","82","67"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-05-22","80","65"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-05-23","83","66"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-05-24","87","63"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-05-25","86","63"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-05-26","87","71"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-05-27","85","68"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-05-28","72","64"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-05-29","83","69"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-05-30","81","71"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-05-31","86","70"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-06-01","90","71"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-06-02","86","73"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-06-03","75","58"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-06-04","80","56"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-06-05","84","61"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-06-06","78","63"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-06-07","79","62"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-06-08","84","65"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-06-09","86","70"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-06-10","81","65"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-06-11","67","61"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-06-12","79","58"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-06-13","85","68"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-06-14","87","73"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-06-15","85","67"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-06-16","89","64"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-06-17","89","73"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-06-18","92","74"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-06-19","95","77"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-06-20","86","73"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-06-21","86","72"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-06-22","77","67"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-06-23","81","67"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-06-24","91","71"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-06-25","85","70"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-06-26","84","65"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-06-27","82","71"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-06-28","89","75"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-06-29","93","73"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-06-30","91","72"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-07-01","93","75"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-07-02","95","78"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-07-03","97","80"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-07-04","93","80"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-07-05","92","80"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-07-06","89","79"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-07-07","82","68"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-07-08","85","64"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-07-09","88","64"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-07-10","96","71"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-07-11","94","78"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-07-12","92","73"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-07-13","89","71"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-07-14","91","70"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-07-15","88","74"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-07-16","98","76"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-07-17","92","74"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-07-18","88","70"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-07-19","88","71"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-07-20","86","71"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-07-21","75","67"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-07-22","83","65"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-07-23","85","76"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-07-24","83","75"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-07-25","86","74"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-07-26","89","73"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-07-27","91","75"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-07-28","87","72"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-07-29","87","70"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-07-30","78","72"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-07-31","84","71"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-08-01","89","74"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-08-02","86","75"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-08-03","84","73"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-08-04","90","73"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-08-05","91","74"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-08-06","91","74"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-08-07","91","75"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-08-08","94","75"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-08-09","92","75"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-08-10","92","75"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-08-11","91","76"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-08-12","87","74"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-08-13","88","72"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-08-14","87","69"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-08-15","92","72"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-08-16","90","73"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-08-17","94","78"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-08-18","90","76"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-08-19","87","72"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-08-20","82","71"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-08-21","82","73"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-08-22","86","72"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-08-23","81","66"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-08-24","84","63"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-08-25","82","67"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-08-26","88","68"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-08-27","91","75"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-08-28","94","78"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-08-29","94","79"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-08-30","93","78"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-08-31","90","75"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-09-01","89","74"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-09-02","89","74"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-09-03","93","78"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-09-04","95","79"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-09-05","93","78"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-09-06","93","78"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-09-07","91","72"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-09-08","77","63"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-09-09","67","62"
"USW00013743","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","2018-09-10","76","65"
